Line No,GOE Rev history,CA INPUT,Project Tag Status,File Source,Line No,Service / Description,Tag. Reg.,Project,GOE project CODE,Comment,PID DrawingNo,PID DrawingNo,PIDDrawingNo,Isometric Drawing No,Other Drawing No,GOE doc number-Naval-ing_comment,GOE doc number,GOE doc number no.3-4,Datasheet,Certificate DOC. No,Discipline,ISO ownership,System,Status,To Line No,From Line No,Package No,External coating,Internal coating,Material type,"Line """,Service Code,Insulation,Pipe Class,"Oper. Pressure 
(BARG)","Design Pressure 
(BARG)","Test Pressure 
(BARG)","Oper. 
Temperature 
(Deg C)","Design 
Temperature 
(Deg C)","Standard Velocity 
(m/s)","Calculated Velocity 
(m/s)",Replaced Line No,"Foreign 
Line No",PED / NR13,Modified By,Modified Date,AREA,PED Category,DCN NumBer,ComBined Thermal and Acoustic Insulation,Flushing and Drying,Chemical Cleaning,Internal Pickling and Passivation,Hot Oil Flushing,External Pickling and Passivation,Fluid state,Fluids,PED Fluid Group,PED Module(s),Equipment Type (as per 4119),Flange Management Criticality,DNV/ABS Piping Class,NDT,,Naval_comment,ISO booklet number,Remarks,Naviswork support tags_Marin,Fab drg booklet number and pages_Marin,OSE response 09/02/2026,TPR_comment,TPR_pid_no
"71-2.1/2""-WF-G1-7712-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7713-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7714-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7715-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1139-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1142-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7240-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7561-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7577-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-7578-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-4""-WF-G13-7201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-4""-WF-G1-7601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-4""-WF-G1-7760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14""-WF-G1-7562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1007-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1008-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1010-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1011-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1013-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1014-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1104-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1109-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1110-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-2.1/2""-WF-G1-1113-HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
